10,"1,26418790706713E+017",2011-10-18 22:06:03,text,class,apple
672,"1,25974810021999E+017",2011-10-17 16:41:49,So my iMessage still isn't working! @apple,negative,apple
675,"1,25974351035118E+017",2011-10-17 16:40:00,RT @JimMcNiel: if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is having issues?,negative,apple
677,"1,25973390283653E+017",2011-10-17 16:36:11,"dear @apple, why you gotta go change the way &lt;input type=&quot;number&quot;&gt; is handled out of the blue?",negative,apple
681,"1,25969932285514E+017",2011-10-17 16:22:26,Ugh. WTF is up with all the bottlenecks @paypal @apple?,negative,apple
683,"1,25969502587466E+017",2011-10-17 16:20:44,So incredibly frustrated with @apple right now. iOS update is a major fail ,negative,apple
691,"1,25966385259098E+017",2011-10-17 16:08:21,+1  RT @Doug_Newton: @apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!,negative,apple
692,"1,25965988146586E+017",2011-10-17 16:06:46,@apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!,negative,apple
693,"1,25965853769478E+017",2011-10-17 16:06:14,if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is having issues?,negative,apple
697,"1,25964314220831E+017",2011-10-17 16:00:07,any chance @apple will release good headphones that dont blast music outside the ears? #iphone #ipod its quite obnoxious,negative,apple
699,"1,25963262733992E+017",2011-10-17 15:55:56,@Apple - #Siri is not working due to &quot;network problem&quot;? Seriously? Can you fix this? #iPhone4s #Fail,negative,apple
702,"1,25961999791309E+017",2011-10-17 15:50:55,"@trisha_ps @iCloud is Cloudy. @apple tech, not very techy.",negative,apple
703,"1,25961793926476E+017",2011-10-17 15:50:06,"@electricsoup It has to connect to @Apple to process commands, which it is failing to do right now",negative,apple
707,"1,25960026891362E+017",2011-10-17 15:43:05,"See @Apple, that what's happen when you release iPhone 4S with same crappy design as the old phone!",negative,apple
711,"1,25958961269703E+017",2011-10-17 15:38:51,This. RT @bonkoif Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable,negative,apple
714,"1,25958368773943E+017",2011-10-17 15:36:29,Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable,negative,apple
720,"1,2595650576896E+017",2011-10-17 15:29:05,"Spoke to an @Apple rep on phone &amp; could hear her tv blaring in the bg.  She said, &quot;I can't actually help u, just direct u back to the web&quot;",negative,apple
721,"1,25956403574747E+017",2011-10-17 15:28:41,What's wrong with Siri today @apple,negative,apple
722,"1,25956319344722E+017",2011-10-17 15:28:21,@Apple Siri is down!,negative,apple
723,"1,25954651152593E+017",2011-10-17 15:21:43,I'm suspecting @Apple timed the health-decline of my iPhone 4 perfectly with the iPhone 4s release... My battery is seriously ailing.,negative,apple
725,"1,25953600861127E+017",2011-10-17 15:17:33,on hold for another half hour. phone is ringing but no one is picking up.@apple you stink.,negative,apple
728,"1,25950557310562E+017",2011-10-17 15:05:27,Ok this @Apple software update for the #iphone is taking waaaaay too long!#annoyed,negative,apple
738,"1,25945821240885E+017",2011-10-17 14:46:38,@Apple would do better to inform customers properly about migrating to #iCloud - many complaints lead to #image damage http://t.co/QL7zmPpO,negative,apple
742,"1,25943204943114E+017",2011-10-17 14:36:14,@apple does iOS 5 rape your battery life? or am I just using my phone a lot since getting it,negative,apple
755,"1,25937228328342E+017",2011-10-17 14:12:29,@jane73 @Gazmaz hopefully it's a small bug @Apple must be fixing it. RIGHT  APPLE }:0( #itjustworks,negative,apple
763,"1,25934808592433E+017",2011-10-17 14:02:52,@Verge @apple Do you know strange bug in iMessage - no &quot;@&quot; key to start  new conversation with AppleID like iPod user! :(,negative,apple
771,"1,25930406125117E+017",2011-10-17 13:45:23,"@samsung, @apple, you do realise you're just really pissing off the customer base AS WELL AS looking petty.",negative,apple
778,"1,25929899071517E+017",2011-10-17 13:43:22,@Apple - why do I have to have apps I am updating in their original 'folder' location? That was painful.,negative,apple
782,"1,25929395264299E+017",2011-10-17 13:41:22,@apple domain fail. Open 2 hrs late for walk in ppl. Store was empty and i only need a skin 4 my screen. You represent customer service FAIL,negative,apple
805,"1,25920912171217E+017",2011-10-17 13:07:39,@BrianMincey @apple the chipsets tear through battery life. Coworker has a htc thunderbolt that he gets about 3 hours of life.,negative,apple
840,"1,2587654260052E+017",2011-10-17 10:11:21,I wish the Apple updater would stop trying to ram iTunes down my throat. I don't own a pissing iPhone @apple,negative,apple
844,"1,25863232249405E+017",2011-10-17 09:18:27,Is it me or does my #iPhone run slower since the #iOS 5 update? @apple @Verizon,negative,apple
852,"1,25846659182764E+017",2011-10-17 08:12:36,Just searching with my voice on my 2 year old nexus one @apple.,negative,apple
853,"1,25845538926113E+017",2011-10-17 08:08:09,"@apple, your update server has been timing out for a week. i had to force a restore w/the new #iOS5 software. lost all my stuff. thanks!",negative,apple
856,"1,25836461936361E+017",2011-10-17 07:32:05,#appleupdates 2 success stories- iPhone &amp; iPad 2. Now been on phone to Apple 45 mins. iPad 1 WILL not. Wasting my time @apple #Replaceit!,negative,apple
863,"1,25826259048608E+017",2011-10-17 06:51:32,"Thanks to a 90 minute wait on hold, half an hour actually talking to someone, the @Apple tech decides to send me an email to fix my phone",negative,apple
866,"1,25824148579693E+017",2011-10-17 06:43:09,I am very upset about and inconvenienced by this iphone update failed backup. @iphone @apple,negative,apple
867,"1,25824054958637E+017",2011-10-17 06:42:47,I am very upset and inconvenienced about this iphone update failed backup. @iphone @apple,negative,apple
869,"1,25822115155948E+017",2011-10-17 06:35:04,but seriously @apple finance me a damn phone you greedy bastards! OR Santa...get your jolly ass in gear and get us a 4S - white plz,negative,apple
872,"1,258191940497E+017",2011-10-17 06:23:28,My schedule is 2 busy 2 spend UNquality time with @ATT @Apple 2 recover Iphone again-The mo' mobile I get the mo' immobile I is. Sync Not!,negative,apple
876,"1,25815370513793E+017",2011-10-17 06:08:16,"Pondering the iOS update... From the sounds of @MikeFerri's difficulties, I may just hold off :/ @Apple, FIX IT!",negative,apple
878,"1,25814380871946E+017",2011-10-17 06:04:20,@parkavekev @apple @forstall Smh at the battery,negative,apple
879,"1,25812985301172E+017",2011-10-17 05:58:47,What are some COMFORTABLE in-ear headphones with remote &amp; mic? The ones @apple supply hurt my ears after wearing for 5mins...,negative,apple
881,"1,25811345064067E+017",2011-10-17 05:52:16,iPhone software update erased all my pictures :( ughh I hate when that happens wth @Apple,negative,apple
883,"1,25807830363156E+017",2011-10-17 05:38:18,@twalve @apple you know the issues they have with DST and alarms :p,negative,apple
884,"1,25806568389362E+017",2011-10-17 05:33:17,Why book @Apple Genius Bar if after 2.5 hours you still can't be served. Disappointing Apple Store Sydney. #thanksfornothing,negative,apple
885,"1,25806240138928E+017",2011-10-17 05:31:59,Apparently @Apple genius training doesn't extend to clocks &amp; service. They're half an hour late for my appointment and couldn't let me know?,negative,apple
893,"1,25799384976863E+017",2011-10-17 05:04:45,Thanks @apple for an OS update that has only succesfully bricked my iPod.,negative,apple
896,"1,25794882257306E+017",2011-10-17 04:46:51,fuck this see you hoes @ work @WeakTwip @Munnns and FUCK YOU @APPLE,negative,apple
897,"1,25794703819031E+017",2011-10-17 04:46:09,"screw you @apple iOS 5. I can't download this crap, and I'm tired of trying. Get this problem figured out about my connection timing out",negative,apple
901,"1,25731810733867E+017",2011-10-17 00:36:14,Wow. iCloud's mail is down. 1st the iOS 5 upgrade issues and now this. I really hope this isn't @apple without Steve Jobs.,negative,apple
902,"1,25729727653757E+017",2011-10-17 00:27:57,@apple  why don't you guys test your upgrades before you put them out. 15 1/2 hrs u guys wasted of my time yesterday. Thanks.,negative,apple
904,"1,25728250579259E+017",2011-10-17 00:22:05,Hey @apple what is going on with @iCloud? #iCloud is failing big time!!!,negative,apple
915,"1,25722610179908E+017",2011-10-16 23:59:40,@Apple Your new Mac update for iCloud has been working very poorly on my 4 gb late 2011 macbook pro. I restarted and everything.,negative,apple
916,"1,25722107710673E+017",2011-10-16 23:57:40,what is going on with all my @Apple products?! First my #iPad freezes (still is frozen) and then my #iPhone won't turn on!!! #techieTroubles,negative,apple
919,"1,25717447276904E+017",2011-10-16 23:39:09,#iPad in perpetual restore loop after trying to upgrade to #iOS5 :( @apple sux without steve,negative,apple
920,"1,25717161531552E+017",2011-10-16 23:38:01,2nd @apple genius apptment running late 2nd day in row for 2nd dodgy iPod . You make mega $$$ hire some staff.,negative,apple
924,"1,25713100782576E+017",2011-10-16 23:21:53,It took @apple about 7 years just to figure out how to properly syncronize an iPhone.  WOW!  #ios5,negative,apple
926,"1,25712104253702E+017",2011-10-16 23:17:55,@apple So I went to the 5th Ave store and was told I could wait about 4 hours to get a 4S. Needless to say I'm back at the hotel relaxing.,negative,apple
927,"1,25711996074209E+017",2011-10-16 23:17:30,"Overall I am a fan of the iPhone 4S; however, my Siri has issues connecting to the network @Apple",negative,apple
928,"1,257100897169E+017",2011-10-16 23:09:55,Terrible customer service at Los Gatos @Apple! Why do I have to pay $199 for a bad home button on my iPhone?!?,negative,apple
931,"1,25708348237681E+017",2011-10-16 23:03:00,@Apple thank you for sucking so much. I cannot believe you would sell something online that isn't made,negative,apple
935,"1,25706246056706E+017",2011-10-16 22:54:39,Having major battery drain issue since updating iPhone 4 to iOS 5.  Anyone else? @AppStore @iPhone @apple,negative,apple
1003,"1,25701785540235E+017",2011-10-16 22:36:55,Dear @apple please send me my Mac Book back surely the repair is done by now... Thanks!,negative,apple
1013,"1,25694815743652E+017",2011-10-16 22:09:14,Absolutely despise that @apple took the zoom feature off the camera on #ios5. Wish I hadn't upgraded. #iPhone totally sucks!!!,negative,apple
1017,"1,25692685033021E+017",2011-10-16 22:00:46,@Apple why my new iMac is so slow for web browsing? My previous Snow MB was faster! on the same Cable home network. Please help.,negative,apple
1018,"1,2569253275043E+017",2011-10-16 22:00:09,@apple thanks for ios5 - loving having my music breaking up like I'm talking on a mobile (cell) phone. Bring back functional 4 #iosdonwgrade,negative,apple
1020,"1,25691072398639E+017",2011-10-16 21:54:21,"@Apple, #iOS5 on iPhone2 causes Camera apperature dilation problems &amp; freeze.",negative,apple
1023,"1,25689691927351E+017",2011-10-16 21:48:52,"@Apple, #iOS5 #geolocation Suburbs with 2 words drops Map Pins in other States! Please fix.",negative,apple
1031,"1,25681375058735E+017",2011-10-16 21:15:49,"Sorry @apple, but #iMessage will never be what #BBM is. Disappointed.",negative,apple
1032,"1,25681125376E+017",2011-10-16 21:14:49,Iphone 4s siri doesn't work for shit @apple,negative,apple
1035,"1,25679166015283E+017",2011-10-16 21:07:02,"Clarence Thomas must have designed the new OSX lion, tossing decades of workflow standards, @apple bring back â€œsave asâ€! #autoSaveSucks",negative,apple
1039,"1,25675806977556E+017",2011-10-16 20:53:41,i officially HATE @apple... fix your damn itunes.,negative,apple
1041,"1,25673358418391E+017",2011-10-16 20:43:58,Dear @apple your staff at the Little Rock store answered my first 3 questions with &quot;I don't know.&quot; they weren't hard questions.,negative,apple
1051,"1,25665094561575E+017",2011-10-16 20:11:07,"@semilshah yeah except that when you ask for a receipt, it takes them 30 minutes to figure out where it printed out. Fix that, @Apple!",negative,apple
1054,"1,25664507757462E+017",2011-10-16 20:08:48,"RT @JDougyJ: hey @apple do you wanna fix my fucking playlist order, you piece of shit",negative,apple
1058,"1,25663477573501E+017",2011-10-16 20:04:42,Bummer!  My @Yahoo! iPad fantasy football app keeps crashing; not sure if it's the app or the new @apple iOS 5. Only two apps running.,negative,apple
1061,"1,25661140939321E+017",2011-10-16 19:55:25,@Apple can suck my dick gotta restore my ipad #annoyed,negative,apple
1064,"1,25659125886624E+017",2011-10-16 19:47:24,The line at the @apple is just STUPID,negative,apple
1067,"1,25657359841362E+017",2011-10-16 19:40:23,"@nansen Man, that sux! @apple io5 upgrade a total #fail for you!",negative,apple
1070,"1,25656618326176E+017",2011-10-16 19:37:27,RT @nansen: warning @apple iphone friends. I updated to iOS5 and thought i loved it. Now cant send SMS. total #fail with restore. phone freezes!,negative,apple
1071,"1,25656559190684E+017",2011-10-16 19:37:12,"Dear @Apple Contacts, you are terrible. I just cleaned duplicates for 3 hours and they magically reappeared. Fix it.",negative,apple
1072,"1,25654540455379E+017",2011-10-16 19:29:11,"Is it too much to ask which app is incompatible, @apple? http://t.co/yKqip7nk",negative,apple
1075,"1,25651769261965E+017",2011-10-16 19:18:10,Pissed with whoever designs keyboards with @apple for not having a home and end key.  working on the CLI i use those keys often,negative,apple
1077,"1,2564928566775E+017",2011-10-16 19:08:18,@NoVaTyler @apple Most of mine are gone too! Not recovered after I saved them b4 I upgraded my iPhone! Soooo pissed!,negative,apple
1081,"1,2564581190325E+017",2011-10-16 18:54:30,"hey @apple do you wanna fix my fucking playlist order, you piece of shit",negative,apple
1086,"1,25643054190305E+017",2011-10-16 18:43:33,Siri is having a hard time remembering who my sister is. contact card needs space for family info. #iPhone4S @apple,negative,apple
1087,"1,25642742977139E+017",2011-10-16 18:42:18,"#ios5 getting sloppy @apple. U need to check your QA team. Too many issues with apps, data and syncing",negative,apple
